user_id,target,steps_tried,correct,wrong
326719,True,106,104,40
1635722,False,39,34,17
2258383,False,8,7,3
2509356,True,49,47,14
15412179,True,140,140,75
15902471,True,90,90,48
16867747,False,15,15,3
19553063,False,15,15,10
21119312,True,43,43,5
28686869,True,42,38,37
31945815,False,9,8,1
33509488,False,7,7,0
34032764,False,7,7,0
35430391,False,5,5,0
36382609,False,22,22,5
36845214,True,12,10,7
36867775,False,7,6,1
37758613,False,8,8,1
40290577,False,51,51,29
40816926,False,7,7,0
41303266,True,106,104,90
41483840,True,106,100,73
41982891,True,16,14,3
47914278,True,42,37,36
49787385,False,22,22,6
56714914,False,4,4,0
58680114,True,136,124,109
59311452,True,42,42,19
60348880,True,76,67,36
61561056,True,42,41,9
62674236,False,42,41,18
62817801,True,97,94,66
63586601,False,16,14,15
65025068,True,43,43,18
72336048,False,7,7,0
74746036,True,22,18,19
75164320,False,33,31,27
75818813,False,15,9,19
80328353,False,7,7,0
87284402,True,7,7,0
100762891,True,138,131,88
108682911,False,7,7,0
110563773,False,1,1,0
115363140,True,106,93,86
118797607,False,7,7,0
119087754,False,42,41,31
123821339,False,7,7,0
127050996,False,9,9,4
131920511,False,42,42,20
137207013,False,42,39,20
137873298,True,42,42,0
139781384,True,43,43,6
140977597,False,75,70,73
142964868,False,7,7,0
143407031,False,9,7,4
143901885,True,75,73,29
148535748,True,7,7,0
152710986,False,7,7,0
155533322,False,7,7,0
160967866,True,77,76,49
162067493,True,130,122,132
164221829,True,42,36,27
176761980,True,130,130,112
185518057,True,42,41,8
187664729,False,3,3,0
197090564,False,43,40,22
197961728,False,8,7,3
199255259,True,43,42,18
199312456,False,41,38,32
203255151,False,7,7,0
204261170,False,1,1,0
206443539,True,43,41,24
207109051,True,129,119,134
207191392,True,42,41,18
207192738,True,7,7,0
207199940,False,8,7,1
207280269,True,42,38,21
207882398,True,42,35,37
207915705,True,75,74,19
210228698,True,75,74,5
213616206,True,60,60,37
213726762,True,43,42,8
216490261,False,7,7,0
218226440,False,1,1,0
219738743,False,43,42,4
220065545,True,28,26,12
220542888,False,7,7,0
220677450,False,16,21,7
220784434,True,13,7,9
220849933,False,15,11,16
221419910,False,10,3,11
221693437,True,75,74,30
223158207,False,7,4,3
223167579,True,31,24,35
223176788,False,19,14,24
223256400,False,42,29,42
223258735,True,43,40,38
223258801,True,42,38,29
223263276,False,8,7,12
223287050,True,22,16,20
223289941,True,42,36,28
223290069,True,42,42,23
223293291,False,14,9,10
223297370,True,43,43,12
223304315,True,43,35,49
223317806,True,42,38,30
223320581,False,42,37,42
223324773,True,7,6,1
223324861,True,41,39,23
223325008,True,7,6,1
223325563,False,8,5,9
223325675,True,43,38,14
223328747,True,10,8,7
223328749,True,42,39,16
223329885,True,7,5,2
223339599,True,42,36,34
223341325,True,43,37,41
223344972,True,75,64,62
223349899,False,43,33,54
223353477,False,42,39,19
223357741,False,27,20,25
223360699,True,106,101,86
223361947,True,75,75,37
223365992,True,43,42,9
223367865,False,8,6,2
223369956,True,12,10,14
223370072,True,8,6,7
223371146,True,15,7,24
223383325,True,7,7,11
223390815,True,43,42,14
223391390,False,42,42,31
223399185,True,42,34,31
223405697,False,9,6,7
223412725,True,43,29,47
223418196,False,42,41,14
223425801,False,10,7,9
223429258,True,42,40,14
223433401,False,9,4,8
223433982,True,43,38,25
223435360,False,10,7,7
223468293,True,7,7,0
223487162,False,7,5,2
223507422,False,42,40,15
223510918,True,8,7,1
223512649,True,42,40,9
223519072,True,43,37,31
223537066,True,17,8,21
223541271,False,22,15,19
223542936,True,42,33,28
223545181,True,42,37,19
223545320,False,41,27,43
223549383,False,22,21,6
223550662,False,10,6,9
223560051,True,35,32,25
223567128,False,7,5,2
223578729,False,7,5,2
223584832,True,42,38,15
223595057,True,28,25,14
223595776,True,42,32,45
223620626,True,43,33,46
223644370,True,7,6,1
223649463,True,41,36,34
223687000,False,7,5,2
223849905,True,42,37,32
223906932,True,15,14,6
223915542,True,15,12,4
223957179,False,4,3,1
223964817,True,10,7,7
223966148,False,42,35,44
223976566,False,7,3,4
223984065,False,7,6,1
223995512,True,42,42,2
223997534,True,43,42,4
224020739,False,7,7,0
224027370,True,42,41,27
224028983,True,136,135,28
224029222,True,22,15,24
224036431,False,22,16,21
224047062,True,42,34,41
224047652,False,14,12,6
224050679,False,7,4,3
224050886,True,36,30,34
224056915,False,7,7,0
224065014,True,43,41,12
224071354,True,42,21,77
224073598,True,42,42,12
224073718,False,7,7,0
224073965,True,75,73,24
224082184,True,42,42,3
224082632,True,76,75,34
224087339,True,43,33,40
224092103,True,43,21,75
224100579,False,7,7,0
224103594,True,43,34,46
224110301,True,42,41,13
224115877,False,7,7,0
224116517,True,42,36,36
224126216,True,28,26,8
224134451,True,42,39,28
224137665,True,42,37,26
224139731,False,43,42,26
224144200,True,41,39,18
224160055,False,7,7,0
224166146,True,42,37,20
224173725,True,42,41,15
224180346,False,8,7,3
224247258,True,42,42,25
224282442,True,43,43,34
224324642,True,43,39,20
224335091,True,12,10,6
224335240,True,42,40,13
224349425,True,66,65,27
224359878,True,107,106,60
224371593,True,68,63,50
224386844,True,48,46,40
224399085,True,68,63,76
224421774,True,42,38,35
224422262,False,8,7,2
224473320,False,7,7,0
224651970,False,42,39,22
224665138,True,64,63,3
224696179,True,42,41,10
224741105,False,9,7,4
224748660,False,21,20,9
224757078,True,43,43,15
224766401,False,42,41,17
224831012,False,14,10,15
224843720,True,42,42,16
224902504,False,15,7,18
224955767,False,7,7,0
224972040,False,7,7,0
224976817,False,76,67,128
224982561,False,43,39,34
224989442,False,42,28,54
225010193,True,42,42,6
225027528,True,42,41,13
225031955,True,76,71,42
225067632,False,7,7,0
225081730,True,15,12,10
225094412,False,42,38,42
225097090,True,28,25,17
225101810,False,2,2,0
225175122,True,18,11,16
225476669,True,41,34,39
225485035,True,42,39,29
225490991,False,7,7,0
225505675,False,9,7,5
225513032,False,1,1,0
225513770,False,7,7,0
225516405,True,53,43,54
225516919,True,7,5,10
225529002,False,9,7,6
225529390,True,76,69,72
225533178,True,42,39,17
225537606,False,76,71,79
225560736,True,42,39,26
225562712,True,75,72,44
225571097,False,10,7,8
225573761,True,40,32,41
225576426,False,42,29,54
225580242,False,7,7,0
225595903,False,44,32,66
225599945,True,43,41,32
225648323,True,42,29,22
225659394,True,42,39,10
225661250,False,7,7,0
225693221,True,42,37,45
225708404,True,42,40,31
225725634,True,76,76,45
225754201,True,132,130,95
225757652,False,42,40,20
225772591,False,43,43,17
225849127,True,75,78,74
225854783,False,4,4,0
225859585,True,43,24,62
225861334,True,76,72,65
225891188,True,76,76,3
225892039,False,42,42,35
225913771,False,28,21,34
225980158,True,42,35,34
226016695,True,33,24,38
226057057,False,43,37,36
226064247,False,7,7,0
226254580,False,22,20,8
226283866,False,41,31,37
226290587,False,32,32,8
226342135,True,75,74,14
226355343,True,76,67,80
226408699,False,34,30,28
226502674,False,7,7,0
226506783,True,75,70,51
226544571,True,43,43,2
226606996,True,43,43,31
226624181,False,42,43,22
226686365,True,40,35,22
226922113,True,43,30,48
226969415,True,26,18,34
227052729,True,77,73,63
227076750,False,7,7,0
227130552,True,75,74,59
227198302,False,7,7,0
227500082,False,7,7,0
227652369,True,76,67,94
227730732,False,21,11,25
227755750,True,28,25,20
227798074,True,75,69,62
227835301,True,42,42,26
227840622,False,32,32,2
228063571,True,77,75,43
228241943,True,41,36,35
228480210,False,74,51,97
228554978,False,7,7,0
228895710,True,109,109,69
228907978,False,10,7,7
229067124,False,40,39,26
229111637,False,41,39,17
229123221,False,7,7,0
229192270,False,75,61,87
229199152,False,42,35,45
229489675,True,42,30,46
229516004,True,76,75,69
229521602,True,42,41,14
229522195,True,77,68,70
229543338,True,28,28,5
229544007,False,8,7,3
229544480,False,41,37,32
229555330,True,75,69,105
229557518,True,77,76,54
229562913,True,42,41,31
229564828,False,7,7,0
229581412,True,77,76,40
229581508,True,77,74,30
229582931,True,16,12,12
229610788,True,51,50,11
229632824,True,42,36,29
229637150,True,77,76,23
229663803,True,109,101,129
229676726,True,31,30,9
229685400,True,9,7,6
229730482,False,75,73,63
229732716,True,77,76,30
229783448,True,108,105,20
229879987,False,17,14,35
229922699,False,28,27,11
229935691,True,75,75,20
229937099,False,42,39,32
230222184,True,75,76,7
230249371,True,42,41,21
230261011,True,75,75,39
230343965,True,77,75,27
230350809,True,77,77,1
230394054,True,75,72,46
230399035,False,75,67,61
230408877,True,108,104,69
230437119,True,77,70,100
230459086,True,77,75,46
230486925,True,75,70,70
230501826,False,15,7,15
230506140,False,28,27,18
230617354,False,7,7,0
230645266,False,14,7,15
230668019,True,77,77,33
230717745,True,106,104,96
230739537,False,7,7,0
230939180,True,75,69,65
230942279,True,68,62,58
230946115,False,43,41,22
230948539,True,75,72,69
231037578,False,75,71,71
231067857,False,48,42,13
231079138,True,75,73,30
231089848,False,42,32,40
231152736,True,76,76,44
231163618,False,43,37,34
231165945,True,76,72,64
231167612,True,77,76,33
231168350,True,75,74,36
231168375,True,108,106,90
231195688,False,15,12,12
231211222,True,75,75,0
231213457,False,29,28,9
231293162,True,75,65,56
231582425,False,8,7,3
231724386,False,7,7,0
231866370,True,76,74,7
231881641,True,75,75,32
232002393,False,7,7,0
232014855,False,7,7,0
232287333,False,22,22,4
232311264,False,7,7,0
232422226,True,15,14,6
232461240,False,10,7,9
232878602,False,66,59,67
232927615,True,28,24,15
232953876,False,29,29,10
232955829,False,41,38,29
232989294,False,73,73,36
232997559,False,43,39,42
233007493,True,106,102,24
233009041,True,86,100,80
233013727,False,2,2,0
233014167,False,27,24,18
233042045,True,42,33,36
233067654,False,76,73,78
233195600,True,77,72,61
233243350,True,106,93,87
233282653,True,77,66,118
233465080,False,15,15,4
233482512,True,106,99,87
233487369,False,33,22,42
233487665,True,76,75,38
233492671,False,42,36,40
233492733,True,109,109,55
233495723,False,76,68,111
233496051,True,108,107,76
233496233,True,75,75,24
233496512,False,7,7,0
233497835,True,107,108,36
233501061,True,41,39,21
233504267,True,106,100,63
233507015,True,42,45,5
233507420,True,42,37,30
233508600,True,106,106,28
233508939,True,47,41,41
233510987,False,42,41,17
233518804,True,75,71,14
233524293,True,109,106,69
233528105,True,76,75,21
233530343,True,106,101,96
233537437,True,75,65,68
233541442,True,108,104,61
233545547,True,22,20,13
233553040,True,75,75,43
233556769,True,104,99,58
233556797,False,7,7,0
233566336,True,75,73,51
233568178,True,7,7,0
233573794,True,106,105,16
233576001,False,28,25,16
233581174,True,7,7,0
233582753,True,109,86,151
233584853,False,2,0,7
233593620,True,42,39,45
233595058,False,76,67,95
233598260,False,42,37,32
233603118,True,77,76,25
233609108,True,108,105,83
233610987,False,8,7,3
233611134,True,7,7,0
233615696,True,7,7,0
233620182,True,77,72,24
233620749,True,42,41,16
233621339,True,76,74,47
233626385,True,77,77,16
233627236,True,106,103,77
233630131,True,75,71,69
233638988,True,75,70,96
233641727,False,41,37,14
233644552,True,107,104,61
233646339,False,15,9,19
233647329,True,77,66,74
233648093,True,76,67,58
233649044,False,75,61,87
233661680,False,7,7,0
233663072,False,42,42,20
233663443,False,11,10,4
233663928,True,64,64,9
233664845,True,77,75,58
233664901,False,29,27,7
233665008,False,75,74,29
233670154,False,7,7,0
233671275,False,28,27,6
233672153,True,106,98,111
233678164,True,109,93,91
233681004,True,24,22,11
233681438,True,105,94,112
233684132,True,106,105,37
233689219,True,66,65,23
233695317,True,46,46,15
233701593,True,74,71,58
233702835,False,7,7,0
233704434,True,108,94,113
233709993,True,106,106,63
233715572,True,108,105,64
233731165,True,76,64,77
233749629,False,18,16,6
233754600,False,43,40,21
233758907,True,92,91,32
233764641,True,98,77,105
233781517,True,76,76,49
233797148,True,106,105,35
233797347,True,75,75,31
233800870,True,15,7,24
233842904,True,75,74,41
233843049,False,7,7,0
233844247,True,77,76,17
233844579,True,75,71,76
233857762,True,43,37,41
233879165,False,23,18,11
233887977,True,19,17,14
233919361,True,12,9,7
233921688,True,75,74,29
233924936,True,75,74,21
233950178,True,76,73,18
233966157,True,109,103,48
233968402,True,75,70,29
233972652,True,106,98,102
234010186,False,75,64,65
234028025,True,106,97,114
234191587,True,15,15,7
234216819,True,109,109,68
234232145,False,11,8,9
234232913,True,7,7,0
234238889,True,7,7,0
234244127,True,109,108,24
234250072,True,40,37,19
234273681,True,7,7,0
234304289,False,41,34,43
234309296,True,108,107,69
234314853,True,129,128,11
234321673,True,7,7,0
234324204,False,75,63,90
234326275,False,14,13,6
234348820,True,106,102,61
234362203,True,106,106,46
234363318,True,109,108,58
234367972,True,77,73,39
234380317,True,106,105,16
234383039,True,109,100,99
234396160,True,109,107,79
234400393,True,109,107,49
234409664,True,129,128,9
234416582,True,105,106,5
234426149,True,75,73,42
234433335,True,99,99,17
234477721,True,7,7,0
234484137,True,109,109,44
234486310,True,107,106,8
234486838,True,76,51,99
234517297,True,75,75,61
234526315,True,77,76,5
234545400,True,109,100,86
234546492,True,75,73,49
234548527,True,73,73,9
234557602,True,77,76,34
234561446,True,28,27,7
234592986,True,109,106,92
234649895,True,75,75,22
234652476,True,42,34,43
234668758,True,106,104,64
234669195,True,35,32,17
234709318,False,75,66,65
234783366,True,106,97,37
234920377,True,109,102,90
234978432,False,1,1,0
234980078,False,7,7,0
234989644,False,42,38,16
235004137,True,7,7,0
235076820,True,106,104,72
235080934,True,28,27,9
235090467,False,42,40,30
235126002,True,106,108,16
235141687,True,106,102,95
235142105,True,75,72,48
235142307,True,104,75,93
235144753,True,109,106,107
235145507,True,106,102,62
235145927,True,106,102,74
235145940,True,75,73,53
235146229,True,74,69,77
235148011,True,106,105,79
235148184,True,106,104,45
235148766,True,77,70,52
235149669,True,106,104,87
235150649,False,7,7,0
235152531,True,106,99,97
235153934,True,106,104,64
235155745,True,107,106,84
235191202,True,106,93,106
235200390,True,106,103,85
235217551,True,106,101,112
235219473,True,109,104,105
235219957,True,109,109,0
235220115,True,109,104,81
235221040,True,109,99,124
235221044,True,104,94,103
235224630,True,107,104,128
235234051,True,75,72,37
235235281,True,106,102,95
235240545,False,21,19,16
235242644,True,108,106,56
235243166,False,15,15,6
235243982,True,71,65,67
235249106,True,109,108,59
235249560,True,107,107,84
235250948,False,13,13,10
235251057,True,28,28,2
235251773,False,8,7,3
235256068,False,76,59,87
235257650,True,71,70,56
235257807,False,8,7,3
235268645,False,10,3,19
235271858,True,108,105,119
235275414,True,77,76,12
235282083,True,75,67,37
235282451,False,74,71,77
235296615,False,42,27,52
235297872,True,109,102,109
235321866,True,35,33,14
235331030,True,109,96,129
235335227,True,107,105,49
235362967,True,107,96,114
235365797,True,107,107,33
235368432,True,107,107,30
235383548,True,62,62,54
235394259,True,109,98,98
235401927,True,106,105,91
235412679,True,43,37,27
235414316,True,139,134,91
235418255,True,109,108,56
235437994,False,42,36,41
235444972,True,106,102,84
235454724,True,106,105,6
235466487,True,106,104,82
235495421,False,8,7,3
235520698,True,99,91,88
235529052,True,7,7,0
235703780,False,7,7,0
235721684,False,42,40,19
235731869,False,77,71,84
235753963,False,18,12,17
235761328,True,106,100,94
235770603,False,9,7,6
235774794,True,106,106,29
235788816,False,12,6,15
235795901,False,42,26,58
235797284,True,106,103,74
235798211,True,7,7,0
235849397,False,7,7,0
235852182,True,87,83,73
235856788,True,106,106,19
235864235,True,15,14,12
235867964,True,106,93,139
235871526,False,97,8,106
235880914,True,40,38,13
235891116,True,98,94,41
235903819,False,32,30,21
235937748,False,15,10,15
235962625,False,42,40,20
235998299,True,109,87,168
236010987,False,7,7,0
236024966,True,42,41,9
236063645,True,106,103,21
236226708,False,9,7,5
236524631,False,70,69,62
236678440,True,106,106,30
236767914,False,7,7,0
236886742,True,107,102,94
236929672,True,27,27,2
236935143,True,83,78,52
236971704,True,107,104,49
237060857,False,7,7,0
237136141,True,103,100,35
237218327,False,7,7,0
237317682,False,42,37,35
237533009,True,106,103,78
237565776,True,106,103,86
237823318,True,106,101,58
237885872,True,106,105,56
237914720,False,7,7,0
237923333,True,106,106,9
237929557,True,66,58,63
237932285,True,108,108,99
237938452,True,106,101,98
237943437,True,107,107,42
237956019,True,15,12,11
238026429,False,7,7,0
238164358,False,15,12,13
238456611,False,7,7,0
238731118,False,7,7,0
238756728,False,9,7,4
238757709,False,42,11,48
238951945,False,15,9,20
239067449,False,42,31,44
239151843,False,7,7,0
239326558,False,7,7,0
239357960,True,106,105,44
239470780,False,8,7,3
239748248,True,42,42,15
239897237,False,7,7,0
239900649,False,7,7,0
239909342,True,106,100,108
240488026,True,101,100,95
240545223,False,7,7,0
240646718,True,106,105,80
240682549,True,101,74,125
240686173,True,24,22,13
241410002,False,10,7,8
241919493,True,107,95,103
242079073,False,8,7,3
242100231,True,52,42,84
242110066,True,129,124,76
242352722,False,8,7,3
242458412,False,16,11,20
242639305,True,133,131,106
242794134,False,9,7,6
243131781,True,109,108,49
243143710,False,12,7,13
243156535,True,109,109,27
243238921,False,1,1,0
243245844,False,7,7,0
243284390,True,136,133,107
243339085,True,42,38,25
243380135,True,139,136,98
243514786,True,106,101,77
243782908,True,109,109,2
243808029,True,109,109,0
243825560,True,108,108,4
243833972,False,10,7,8
244097165,False,42,41,24
244204686,False,7,7,0
244550671,True,129,129,9
244802201,False,9,7,6
245056556,False,35,16,66
245212368,True,113,105,117
245239920,True,140,137,107
245505368,False,10,7,8
245595307,True,75,73,33
245743678,True,129,125,124
246077476,False,15,13,6
246170280,True,136,126,80
246170706,False,42,40,36
246246394,True,139,135,132
246317274,True,129,127,119
246338112,True,129,125,113
246363354,True,124,124,105
246389932,True,129,128,86
246402064,True,108,103,106
246450429,True,136,130,97
246556829,True,97,89,92
246567567,False,8,7,3
246632537,False,9,9,3
246695603,True,129,125,73
246852370,False,41,36,28
246913171,True,136,135,1
246966434,False,7,7,0
247386459,True,128,125,15
247389929,True,140,136,124
247453078,True,135,105,180
247633215,False,7,7,0
248175317,True,140,130,110
248253769,True,135,135,1
248377729,False,59,56,34
248796520,False,1,1,0
248837097,True,135,135,92
248952251,True,139,131,140
249761421,False,43,36,43
249866062,True,136,135,4
250018939,False,7,7,0
250035941,False,7,7,0
250053655,True,140,136,118
250164324,False,9,8,3
250199029,True,136,136,8
250206239,False,9,7,6
250241023,False,1,1,0
250392647,False,8,7,3
250394844,False,42,42,7
250599774,False,53,50,32
250639157,False,10,7,7
250838768,True,139,139,99
250866829,False,7,7,0
250868647,False,3,3,0
251104945,False,7,7,0
251163108,True,136,118,149
251163949,False,32,31,5
251229774,False,42,39,33
251294630,False,7,7,0
251664717,True,138,131,120
252308518,True,136,136,5
253108923,False,4,4,0
263086182,False,7,7,0
